Generator Types
(1, 1)
(4, 1)
(6, 1)
(8, 1)
(10, 2)
(12, 1)
(15, 1)
(18, 1)
(19, 2)
(24, 1)
(25, 3)
(26, 1)
(27, 2)
(31, 1)
(32, 2)
(34, 1)
(36, 3)
(40, 1)
(42, 3)
(46, 1)
(49, 1)
(54, 1)
(55, 1)
(56, 1)
(59, 3)
(61, 1)
(62, 1)
(65, 1)
(66, 1)
(69, 2)
(70, 1)
(72, 1)
(73, 3)
(74, 1)
(76, 1)
(77, 3)
(80, 3)
(85, 2)
(87, 1)
(89, 1)
(90, 1)
(91, 1)
(92, 3)
(99, 3)
(100, 2)
(103, 2)
(104, 3)
(105, 2)
(107, 1)
(110, 3)
(111, 1)
(112, 1)
(113, 1)
(116, 3)
Bus Types
(1, 1)
(2, 2)
(3, 2)
(4, 1)
(5, 2)
(6, 1)
(7, 3)
(8, 2)
(9, 1)
(10, 2)
(11, 1)
(12, 3)
(13, 2)
(14, 1)
(15, 3)
(16, 1)
(17, 3)
(18, 1)
(19, 1)
(20, 2)
(21, 1)
(22, 1)
(23, 1)
(24, 2)
(25, 3)
(26, 1)
(27, 2)
(28, 2)
(29, 2)
(30, 3)
(31, 2)
(32, 1)
(33, 1)
(34, 2)
(35, 3)
(36, 3)
(37, 1)
(38, 1)
(39, 3)
(40, 1)
(41, 2)
(42, 1)
(43, 2)
(44, 2)
(45, 3)
(46, 1)
(47, 1)
(48, 2)
(49, 2)
(50, 1)
(51, 1)
(52, 1)
(53, 2)
(54, 2)
(55, 1)
(56, 1)
(57, 2)
(58, 3)
(59, 2)
(60, 2)
(61, 1)
(62, 3)
(63, 1)
(64, 1)
(65, 1)
(66, 1)
(67, 1)
(68, 1)
(69, 1)
(70, 3)
(71, 1)
(72, 1)
(73, 1)
(74, 1)
(75, 3)
(76, 2)
(77, 2)
(78, 1)
(79, 2)
(80, 2)
(81, 1)
(82, 1)
(83, 2)
(84, 1)
(85, 1)
(86, 2)
(87, 2)
(88, 2)
(89, 3)
(90, 2)
(91, 1)
(92, 2)
(93, 1)
(94, 2)
(95, 1)
(96, 3)
(97, 1)
(98, 1)
(99, 1)
(100, 2)
(101, 2)
(102, 1)
(103, 3)
(104, 2)
(105, 1)
(106, 3)
(107, 1)
(108, 2)
(109, 1)
(110, 3)
(111, 1)
(112, 3)
(113, 2)
(114, 2)
(115, 1)
(116, 1)
(117, 2)
(118, 1)
