Generator Types
(913, 2)
(2107, 1)
(2267, 1)
(3659, 2)
(4586, 3)
(5097, 1)
(6233, 1)
(6798, 2)
(7279, 1)
(7960, 1)
(8605, 1)
(9239, 1)
Bus Types
(89, 1)
(228, 1)
(271, 1)
(317, 1)
(659, 2)
(792, 2)
(913, 1)
(955, 1)
(1037, 2)
(1163, 1)
(1317, 1)
(1367, 1)
(1445, 1)
(1531, 1)
(1579, 1)
(1611, 3)
(1616, 1)
(1676, 2)
(1815, 1)
(1968, 1)
(2107, 1)
(2154, 3)
(2168, 1)
(2267, 1)
(2268, 1)
(2299, 2)
(2441, 2)
(2449, 1)
(2520, 2)
(2870, 1)
(2908, 2)
(3097, 1)
(3242, 1)
(3279, 1)
(3493, 1)
(3506, 2)
(3659, 1)
(4014, 2)
(4423, 1)
(4427, 3)
(4495, 2)
(4586, 1)
(4665, 2)
(4929, 1)
(5097, 3)
(5155, 2)
(5210, 1)
(5416, 3)
(5509, 3)
(5587, 2)
(5762, 1)
(5776, 1)
(5848, 2)
(5996, 2)
(6069, 1)
(6233, 1)
(6293, 3)
(6542, 2)
(6704, 3)
(6798, 2)
(6826, 1)
(6833, 1)
(7051, 2)
(7180, 3)
(7279, 3)
(7526, 1)
(7563, 2)
(7637, 1)
(7762, 2)
(7829, 1)
(7960, 2)
(8103, 1)
(8179, 3)
(8181, 1)
(8229, 2)
(8329, 1)
(8335, 1)
(8420, 2)
(8574, 1)
(8581, 2)
(8605, 1)
(8847, 1)
(8921, 3)
(8964, 1)
(9024, 3)
(9025, 3)
(9064, 3)
(9192, 1)
(9239, 2)
