Generator Types
(913, 1)
(2107, 1)
(2267, 3)
(3659, 1)
(4586, 3)
(5097, 2)
(6233, 1)
(6798, 1)
(7279, 1)
(7960, 3)
(8605, 1)
(9239, 2)
Bus Types
(89, 2)
(228, 1)
(271, 3)
(317, 1)
(659, 1)
(792, 2)
(913, 1)
(955, 1)
(1037, 1)
(1163, 1)
(1317, 2)
(1367, 1)
(1445, 1)
(1531, 1)
(1579, 1)
(1611, 2)
(1616, 3)
(1676, 1)
(1815, 2)
(1968, 1)
(2107, 2)
(2154, 1)
(2168, 2)
(2267, 1)
(2268, 3)
(2299, 2)
(2441, 1)
(2449, 1)
(2520, 1)
(2870, 1)
(2908, 1)
(3097, 3)
(3242, 3)
(3279, 1)
(3493, 1)
(3506, 2)
(3659, 3)
(4014, 3)
(4423, 2)
(4427, 2)
(4495, 1)
(4586, 1)
(4665, 3)
(4929, 1)
(5097, 2)
(5155, 2)
(5210, 1)
(5416, 2)
(5509, 1)
(5587, 3)
(5762, 2)
(5776, 1)
(5848, 2)
(5996, 3)
(6069, 1)
(6233, 1)
(6293, 2)
(6542, 3)
(6704, 1)
(6798, 2)
(6826, 1)
(6833, 2)
(7051, 1)
(7180, 3)
(7279, 2)
(7526, 3)
(7563, 3)
(7637, 1)
(7762, 3)
(7829, 2)
(7960, 1)
(8103, 2)
(8179, 1)
(8181, 1)
(8229, 1)
(8329, 1)
(8335, 3)
(8420, 1)
(8574, 2)
(8581, 3)
(8605, 1)
(8847, 2)
(8921, 2)
(8964, 2)
(9024, 1)
(9025, 3)
(9064, 1)
(9192, 1)
(9239, 1)
